iteracao,residuo
1,1.90228
2,0.363867
3,0.0695916
4,0.0133058
5,0.00254337
6,0.000486069
7,9.28808e-05
8,1.77463e-05
9,3.3904e-06
10,6.47677e-07
11,1.23719e-07
12,2.3631e-08
13,4.51336e-09
