iteracao,residuo
1,9.86009
2,9.85059
3,9.8411
4,9.83162
5,9.82214
6,9.81268
7,9.80322
8,9.79377
9,9.78434
10,9.77491
11,9.76549
12,9.75608
13,9.74668
14,9.73729
15,9.7279
16,9.71853
17,9.70916
18,9.69981
19,9.69046
20,9.68112
21,9.67179
22,9.66247
23,9.65316
24,9.64386
25,9.63457
26,9.62528
27,9.61601
28,9.60674
29,9.59748
30,9.58823
31,9.579
32,9.56976
33,9.56054
34,9.55133
35,9.54213
36,9.53293
37,9.52374
38,9.51457
39,9.5054
40,9.49624
41,9.48709
42,9.47795
43,9.46881
44,9.45969
45,9.45057
46,9.44147
47,9.43237
48,9.42328
49,9.4142
50,9.40513
51,9.39606
52,9.38701
53,9.37796
54,9.36893
55,9.3599
56,9.35088
57,9.34187
58,9.33286
59,9.32387
60,9.31489
61,9.30591
62,9.29694
63,9.28798
64,9.27903
65,9.27009
66,9.26116
67,9.25223
68,9.24332
69,9.23441
70,9.22551
71,9.21662
72,9.20774
73,9.19887
74,9.19
75,9.18115
76,9.1723
77,9.16346
78,9.15463
79,9.14581
80,9.137
81,9.12819
82,9.1194
83,9.11061
84,9.10183
85,9.09306
86,9.0843
87,9.07554
88,9.0668
89,9.05806
90,9.04933
91,9.04061
92,9.0319
93,9.0232
94,9.0145
95,9.00581
96,8.99714
97,8.98847
98,8.9798
99,8.97115
100,8.96251
101,8.95387
102,8.94524
103,8.93662
104,8.92801
105,8.91941
106,8.91081
107,8.90222
108,8.89365
109,8.88508
110,8.87651
111,8.86796
112,8.85941
113,8.85088
114,8.84235
115,8.83383
116,8.82531
117,8.81681
118,8.80831
119,8.79983
120,8.79135
121,8.78287
122,8.77441
123,8.76596
124,8.75751
125,8.74907
126,8.74064
127,8.73222
128,8.7238
129,8.71539
130,8.707
131,8.69861
132,8.69022
133,8.68185
134,8.67348
135,8.66512
136,8.65677
137,8.64843
138,8.6401
139,8.63177
140,8.62346
141,8.61515
142,8.60684
143,8.59855
144,8.59026
145,8.58199
146,8.57372
147,8.56545
148,8.5572
149,8.54895
150,8.54072
151,8.53249
152,8.52426
153,8.51605
154,8.50784
155,8.49964
156,8.49145
157,8.48327
158,8.4751
159,8.46693
160,8.45877
161,8.45062
162,8.44248
163,8.43434
164,8.42621
165,8.41809
166,8.40998
167,8.40188
168,8.39378
169,8.38569
170,8.37761
171,8.36954
172,8.36147
173,8.35342
174,8.34537
175,8.33732
176,8.32929
177,8.32126
178,8.31325
179,8.30523
180,8.29723
181,8.28924
182,8.28125
183,8.27327
184,8.2653
185,8.25733
186,8.24937
187,8.24142
188,8.23348
189,8.22555
190,8.21762
191,8.2097
192,8.20179
193,8.19389
194,8.18599
195,8.1781
196,8.17022
197,8.16235
198,8.15448
199,8.14663
200,8.13878
201,8.13093
202,8.1231
203,8.11527
204,8.10745
205,8.09964
206,8.09183
207,8.08404
208,8.07625
209,8.06846
210,8.06069
211,8.05292
212,8.04516
213,8.03741
214,8.02966
215,8.02192
216,8.01419
217,8.00647
218,7.99876
219,7.99105
220,7.98335
221,7.97565
222,7.96797
223,7.96029
224,7.95262
225,7.94496
226,7.9373
227,7.92965
228,7.92201
229,7.91438
230,7.90675
231,7.89913
232,7.89152
233,7.88391
234,7.87632
235,7.86873
236,7.86114
237,7.85357
238,7.846
239,7.83844
240,7.83089
241,7.82334
242,7.8158
243,7.80827
244,7.80075
245,7.79323
246,7.78572
247,7.77822
248,7.77072
249,7.76323
250,7.75575
251,7.74828
252,7.74081
253,7.73335
254,7.7259
255,7.71846
256,7.71102
257,7.70359
258,7.69616
259,7.68875
260,7.68134
261,7.67394
262,7.66654
263,7.65915
264,7.65177
265,7.6444
266,7.63703
267,7.62967
268,7.62232
269,7.61498
270,7.60764
271,7.60031
272,7.59298
273,7.58567
274,7.57836
275,7.57105
276,7.56376
277,7.55647
278,7.54919
279,7.54191
280,7.53465
281,7.52739
282,7.52013
283,7.51289
284,7.50565
285,7.49841
286,7.49119
287,7.48397
288,7.47676
289,7.46955
290,7.46235
291,7.45516
292,7.44798
293,7.4408
294,7.43363
295,7.42647
296,7.41931
297,7.41216
298,7.40502
299,7.39788
300,7.39075
301,7.38363
302,7.37652
303,7.36941
304,7.36231
305,7.35521
306,7.34813
307,7.34104
308,7.33397
309,7.3269
310,7.31984
311,7.31279
312,7.30574
313,7.2987
314,7.29167
315,7.28464
316,7.27762
317,7.27061
318,7.2636
319,7.2566
320,7.24961
321,7.24263
322,7.23565
323,7.22867
324,7.22171
325,7.21475
326,7.2078
327,7.20085
328,7.19391
329,7.18698
330,7.18005
331,7.17313
332,7.16622
333,7.15932
334,7.15242
335,7.14553
336,7.13864
337,7.13176
338,7.12489
339,7.11802
340,7.11116
341,7.10431
342,7.09747
343,7.09063
344,7.08379
345,7.07697
346,7.07015
347,7.06333
348,7.05653
349,7.04973
350,7.04293
351,7.03615
352,7.02937
353,7.02259
354,7.01583
355,7.00907
356,7.00231
357,6.99556
358,6.98882
359,6.98209
360,6.97536
361,6.96864
362,6.96192
363,6.95521
364,6.94851
365,6.94182
366,6.93513
367,6.92844
368,6.92177
369,6.9151
370,6.90843
371,6.90178
372,6.89513
373,6.88848
374,6.88184
375,6.87521
376,6.86859
377,6.86197
378,6.85536
379,6.84875
380,6.84215
381,6.83556
382,6.82897
383,6.82239
384,6.81581
385,6.80925
386,6.80268
387,6.79613
388,6.78958
389,6.78304
390,6.7765
391,6.76997
392,6.76345
393,6.75693
394,6.75042
395,6.74391
396,6.73741
397,6.73092
398,6.72444
399,6.71796
400,6.71148
401,6.70502
402,6.69855
403,6.6921
404,6.68565
405,6.67921
406,6.67277
407,6.66634
408,6.65992
409,6.6535
410,6.64709
411,6.64068
412,6.63428
413,6.62789
414,6.6215
415,6.61512
416,6.60875
417,6.60238
418,6.59602
419,6.58966
420,6.58331
421,6.57697
422,6.57063
423,6.5643
424,6.55797
425,6.55165
426,6.54534
427,6.53903
428,6.53273
429,6.52644
430,6.52015
431,6.51386
432,6.50759
433,6.50132
434,6.49505
435,6.48879
436,6.48254
437,6.47629
438,6.47005
439,6.46382
440,6.45759
441,6.45137
442,6.44515
443,6.43894
444,6.43273
445,6.42653
446,6.42034
447,6.41415
448,6.40797
449,6.4018
450,6.39563
451,6.38947
452,6.38331
453,6.37716
454,6.37101
455,6.36487
456,6.35874
457,6.35261
458,6.34649
459,6.34038
460,6.33427
461,6.32816
462,6.32206
463,6.31597
464,6.30989
465,6.30381
466,6.29773
467,6.29166
468,6.2856
469,6.27954
470,6.27349
471,6.26745
472,6.26141
473,6.25537
474,6.24934
475,6.24332
476,6.23731
477,6.2313
478,6.22529
479,6.21929
480,6.2133
481,6.20731
482,6.20133
483,6.19535
484,6.18938
485,6.18342
486,6.17746
487,6.17151
488,6.16556
489,6.15962
490,6.15368
491,6.14775
492,6.14183
493,6.13591
494,6.13
495,6.12409
496,6.11819
497,6.11229
498,6.1064
499,6.10052
500,6.09464
501,6.08877
502,6.0829
503,6.07704
504,6.07118
505,6.06533
506,6.05949
507,6.05365
508,6.04782
509,6.04199
510,6.03617
511,6.03035
512,6.02454
513,6.01873
514,6.01293
515,6.00714
516,6.00135
517,5.99557
518,5.98979
519,5.98402
520,5.97825
521,5.97249
522,5.96673
523,5.96098
524,5.95524
525,5.9495
526,5.94377
527,5.93804
528,5.93232
529,5.9266
530,5.92089
531,5.91519
532,5.90949
533,5.90379
534,5.8981
535,5.89242
536,5.88674
537,5.88107
538,5.8754
539,5.86974
540,5.86408
541,5.85843
542,5.85279
543,5.84715
544,5.84151
545,5.83588
546,5.83026
547,5.82464
548,5.81903
549,5.81342
550,5.80782
551,5.80222
552,5.79663
553,5.79104
554,5.78546
555,5.77989
556,5.77432
557,5.76875
558,5.7632
559,5.75764
560,5.75209
561,5.74655
562,5.74101
563,5.73548
564,5.72995
565,5.72443
566,5.71892
567,5.71341
568,5.7079
569,5.7024
570,5.6969
571,5.69141
572,5.68593
573,5.68045
574,5.67498
575,5.66951
576,5.66405
577,5.65859
578,5.65313
579,5.64769
580,5.64224
581,5.63681
582,5.63138
583,5.62595
584,5.62053
585,5.61511
586,5.6097
587,5.6043
588,5.59889
589,5.5935
590,5.58811
591,5.58272
592,5.57734
593,5.57197
594,5.5666
595,5.56124
596,5.55588
597,5.55052
598,5.54518
599,5.53983
600,5.53449
601,5.52916
602,5.52383
603,5.51851
604,5.51319
605,5.50788
606,5.50257
607,5.49727
608,5.49197
609,5.48668
610,5.48139
611,5.47611
612,5.47083
613,5.46556
614,5.46029
615,5.45503
616,5.44978
617,5.44452
618,5.43928
619,5.43404
620,5.4288
621,5.42357
622,5.41834
623,5.41312
624,5.4079
625,5.40269
626,5.39749
627,5.39229
628,5.38709
629,5.3819
630,5.37671
631,5.37153
632,5.36635
633,5.36118
634,5.35602
635,5.35086
636,5.3457
637,5.34055
638,5.3354
639,5.33026
640,5.32512
641,5.31999
642,5.31487
643,5.30974
644,5.30463
645,5.29952
646,5.29441
647,5.28931
648,5.28421
649,5.27912
650,5.27403
651,5.26895
652,5.26387
653,5.2588
654,5.25373
655,5.24867
656,5.24361
657,5.23856
658,5.23351
659,5.22847
660,5.22343
661,5.2184
662,5.21337
663,5.20834
664,5.20332
665,5.19831
666,5.1933
667,5.1883
668,5.1833
669,5.1783
670,5.17331
671,5.16833
672,5.16335
673,5.15837
674,5.1534
675,5.14843
676,5.14347
677,5.13852
678,5.13356
679,5.12862
680,5.12368
681,5.11874
682,5.11381
683,5.10888
684,5.10395
685,5.09904
686,5.09412
687,5.08921
688,5.08431
689,5.07941
690,5.07452
691,5.06963
692,5.06474
693,5.05986
694,5.05498
695,5.05011
696,5.04525
697,5.04038
698,5.03553
699,5.03067
700,5.02583
701,5.02098
702,5.01615
703,5.01131
704,5.00648
705,5.00166
706,4.99684
707,4.99202
708,4.98721
709,4.98241
710,4.97761
711,4.97281
712,4.96802
713,4.96323
714,4.95845
715,4.95367
716,4.9489
717,4.94413
718,4.93936
719,4.9346
720,4.92985
721,4.9251
722,4.92035
723,4.91561
724,4.91087
725,4.90614
726,4.90141
727,4.89669
728,4.89197
729,4.88726
730,4.88255
731,4.87784
732,4.87314
733,4.86845
734,4.86375
735,4.85907
736,4.85439
737,4.84971
738,4.84503
739,4.84037
740,4.8357
741,4.83104
742,4.82639
743,4.82173
744,4.81709
745,4.81245
746,4.80781
747,4.80318
748,4.79855
749,4.79392
750,4.7893
751,4.78469
752,4.78008
753,4.77547
754,4.77087
755,4.76627
756,4.76168
757,4.75709
758,4.75251
759,4.74793
760,4.74335
761,4.73878
762,4.73421
763,4.72965
764,4.72509
765,4.72054
766,4.71599
767,4.71145
768,4.70691
769,4.70237
770,4.69784
771,4.69331
772,4.68879
773,4.68427
774,4.67976
775,4.67525
776,4.67074
777,4.66624
778,4.66175
779,4.65725
780,4.65277
781,4.64828
782,4.6438
783,4.63933
784,4.63486
785,4.63039
786,4.62593
787,4.62147
788,4.61702
789,4.61257
790,4.60813
791,4.60368
792,4.59925
793,4.59482
794,4.59039
795,4.58597
796,4.58155
797,4.57713
798,4.57272
799,4.56831
800,4.56391
801,4.55951
802,4.55512
803,4.55073
804,4.54635
805,4.54196
806,4.53759
807,4.53321
808,4.52885
809,4.52448
810,4.52012
811,4.51577
812,4.51142
813,4.50707
814,4.50272
815,4.49839
816,4.49405
817,4.48972
818,4.48539
819,4.48107
820,4.47675
821,4.47244
822,4.46813
823,4.46382
824,4.45952
825,4.45523
826,4.45093
827,4.44664
828,4.44236
829,4.43808
830,4.4338
831,4.42953
832,4.42526
833,4.42099
834,4.41673
835,4.41248
836,4.40823
837,4.40398
838,4.39973
839,4.3955
840,4.39126
841,4.38703
842,4.3828
843,4.37858
844,4.37436
845,4.37014
846,4.36593
847,4.36172
848,4.35752
849,4.35332
850,4.34913
851,4.34494
852,4.34075
853,4.33657
