iteracao,residuo
1,13.9576
2,13.9575
3,13.9574
4,13.9572
5,13.9571
6,13.957
7,13.9568
8,13.9567
9,13.9566
10,13.9564
11,13.9563
12,13.9562
13,13.9561
14,13.9559
15,13.9558
16,13.9557
17,13.9555
18,13.9554
19,13.9553
20,13.9551
21,13.955
22,13.9549
23,13.9547
24,13.9546
25,13.9545
26,13.9543
27,13.9542
28,13.9541
29,13.954
30,13.9538
31,13.9537
32,13.9536
33,13.9534
34,13.9533
35,13.9532
36,13.953
37,13.9529
38,13.9528
39,13.9526
40,13.9525
41,13.9524
42,13.9522
43,13.9521
44,13.952
45,13.9519
46,13.9517
47,13.9516
48,13.9515
49,13.9513
50,13.9512
51,13.9511
52,13.9509
53,13.9508
54,13.9507
55,13.9505
56,13.9504
57,13.9503
58,13.9501
59,13.95
60,13.9499
61,13.9497
62,13.9496
63,13.9495
64,13.9494
65,13.9492
66,13.9491
67,13.949
68,13.9488
69,13.9487
70,13.9486
71,13.9484
72,13.9483
73,13.9482
74,13.948
75,13.9479
76,13.9478
77,13.9476
78,13.9475
79,13.9474
80,13.9473
81,13.9471
82,13.947
83,13.9469
84,13.9467
85,13.9466
86,13.9465
87,13.9463
88,13.9462
89,13.9461
90,13.9459
91,13.9458
92,13.9457
93,13.9455
94,13.9454
95,13.9453
96,13.9452
97,13.945
98,13.9449
99,13.9448
100,13.9446
101,13.9445
102,13.9444
103,13.9442
104,13.9441
105,13.944
106,13.9438
107,13.9437
108,13.9436
109,13.9434
110,13.9433
111,13.9432
112,13.9431
113,13.9429
114,13.9428
115,13.9427
116,13.9425
117,13.9424
118,13.9423
119,13.9421
120,13.942
121,13.9419
122,13.9417
123,13.9416
124,13.9415
125,13.9413
126,13.9412
127,13.9411
128,13.941
129,13.9408
130,13.9407
131,13.9406
132,13.9404
133,13.9403
134,13.9402
135,13.94
136,13.9399
137,13.9398
138,13.9396
139,13.9395
140,13.9394
141,13.9392
142,13.9391
143,13.939
144,13.9389
145,13.9387
146,13.9386
147,13.9385
148,13.9383
149,13.9382
150,13.9381
151,13.9379
152,13.9378
153,13.9377
154,13.9375
155,13.9374
156,13.9373
157,13.9372
158,13.937
159,13.9369
160,13.9368
161,13.9366
162,13.9365
163,13.9364
164,13.9362
165,13.9361
166,13.936
167,13.9358
168,13.9357
169,13.9356
170,13.9354
171,13.9353
172,13.9352
173,13.9351
174,13.9349
175,13.9348
176,13.9347
177,13.9345
178,13.9344
179,13.9343
180,13.9341
181,13.934
182,13.9339
183,13.9337
184,13.9336
185,13.9335
186,13.9333
187,13.9332
188,13.9331
189,13.933
190,13.9328
191,13.9327
192,13.9326
193,13.9324
194,13.9323
195,13.9322
196,13.932
197,13.9319
198,13.9318
199,13.9316
200,13.9315
201,13.9314
202,13.9312
203,13.9311
204,13.931
205,13.9309
206,13.9307
207,13.9306
208,13.9305
209,13.9303
210,13.9302
211,13.9301
212,13.9299
213,13.9298
214,13.9297
215,13.9295
216,13.9294
217,13.9293
218,13.9292
219,13.929
220,13.9289
221,13.9288
222,13.9286
223,13.9285
