iteracao,residuo
1,13.9573
2,13.9568
3,13.9563
4,13.9558
5,13.9552
6,13.9547
7,13.9542
8,13.9537
9,13.9531
10,13.9526
11,13.9521
12,13.9516
13,13.951
14,13.9505
15,13.95
16,13.9495
17,13.9489
18,13.9484
19,13.9479
20,13.9474
21,13.9468
22,13.9463
23,13.9458
24,13.9453
25,13.9447
26,13.9442
27,13.9437
28,13.9432
29,13.9426
30,13.9421
31,13.9416
32,13.9411
33,13.9405
34,13.94
35,13.9395
36,13.939
37,13.9384
38,13.9379
39,13.9374
40,13.9369
41,13.9363
42,13.9358
43,13.9353
44,13.9348
45,13.9342
46,13.9337
47,13.9332
48,13.9327
49,13.9321
50,13.9316
51,13.9311
52,13.9306
53,13.93
54,13.9295
55,13.929
56,13.9285
57,13.9279
58,13.9274
59,13.9269
60,13.9264
61,13.9258
62,13.9253
63,13.9248
64,13.9243
65,13.9237
66,13.9232
67,13.9227
68,13.9222
69,13.9216
70,13.9211
71,13.9206
72,13.9201
73,13.9196
74,13.919
75,13.9185
76,13.918
77,13.9175
78,13.9169
79,13.9164
80,13.9159
81,13.9154
82,13.9148
83,13.9143
84,13.9138
85,13.9133
86,13.9127
87,13.9122
88,13.9117
89,13.9112
90,13.9106
91,13.9101
92,13.9096
93,13.9091
94,13.9085
95,13.908
96,13.9075
97,13.907
98,13.9065
99,13.9059
100,13.9054
101,13.9049
102,13.9044
103,13.9038
104,13.9033
105,13.9028
106,13.9023
107,13.9017
108,13.9012
109,13.9007
110,13.9002
111,13.8996
112,13.8991
113,13.8986
114,13.8981
115,13.8976
116,13.897
117,13.8965
118,13.896
119,13.8955
120,13.8949
121,13.8944
122,13.8939
123,13.8934
124,13.8928
125,13.8923
126,13.8918
127,13.8913
128,13.8908
129,13.8902
130,13.8897
131,13.8892
132,13.8887
133,13.8881
134,13.8876
135,13.8871
136,13.8866
137,13.8861
138,13.8855
139,13.885
140,13.8845
141,13.884
142,13.8834
143,13.8829
144,13.8824
145,13.8819
146,13.8813
147,13.8808
148,13.8803
149,13.8798
150,13.8793
151,13.8787
152,13.8782
153,13.8777
154,13.8772
155,13.8766
156,13.8761
157,13.8756
158,13.8751
159,13.8746
160,13.874
161,13.8735
162,13.873
163,13.8725
164,13.8719
165,13.8714
166,13.8709
167,13.8704
168,13.8699
169,13.8693
170,13.8688
