iteracao,residuo
1,9.8696
2,9.86959
3,9.86959
4,9.86958
5,9.86958
6,9.86957
7,9.86956
8,9.86956
9,9.86955
10,9.86955
11,9.86954
12,9.86953
13,9.86953
14,9.86952
15,9.86952
16,9.86951
17,9.86951
18,9.8695
19,9.86949
20,9.86949
21,9.86948
22,9.86948
23,9.86947
24,9.86947
25,9.86946
26,9.86945
27,9.86945
28,9.86944
29,9.86944
30,9.86943
31,9.86942
32,9.86942
33,9.86941
34,9.86941
35,9.8694
36,9.8694
37,9.86939
38,9.86938
39,9.86938
40,9.86937
41,9.86937
42,9.86936
43,9.86935
44,9.86935
45,9.86934
46,9.86934
47,9.86933
48,9.86933
49,9.86932
50,9.86931
51,9.86931
52,9.8693
53,9.8693
54,9.86929
55,9.86929
56,9.86928
57,9.86927
58,9.86927
59,9.86926
60,9.86926
61,9.86925
62,9.86924
63,9.86924
64,9.86923
65,9.86923
66,9.86922
67,9.86922
68,9.86921
69,9.8692
70,9.8692
71,9.86919
72,9.86919
73,9.86918
74,9.86917
75,9.86917
76,9.86916
77,9.86916
78,9.86915
79,9.86915
80,9.86914
81,9.86913
82,9.86913
83,9.86912
84,9.86912
85,9.86911
86,9.86911
87,9.8691
88,9.86909
89,9.86909
90,9.86908
91,9.86908
92,9.86907
93,9.86906
94,9.86906
95,9.86905
96,9.86905
97,9.86904
98,9.86904
99,9.86903
100,9.86902
101,9.86902
102,9.86901
103,9.86901
104,9.869
105,9.86899
106,9.86899
107,9.86898
108,9.86898
109,9.86897
110,9.86897
111,9.86896
112,9.86895
113,9.86895
114,9.86894
115,9.86894
116,9.86893
117,9.86893
118,9.86892
119,9.86891
120,9.86891
121,9.8689
122,9.8689
123,9.86889
124,9.86888
125,9.86888
126,9.86887
127,9.86887
128,9.86886
129,9.86886
130,9.86885
131,9.86884
132,9.86884
133,9.86883
134,9.86883
135,9.86882
136,9.86881
137,9.86881
138,9.8688
139,9.8688
140,9.86879
141,9.86879
142,9.86878
143,9.86877
144,9.86877
145,9.86876
146,9.86876
147,9.86875
148,9.86875
149,9.86874
150,9.86873
151,9.86873
152,9.86872
153,9.86872
154,9.86871
155,9.8687
156,9.8687
157,9.86869
158,9.86869
159,9.86868
160,9.86868
161,9.86867
162,9.86866
163,9.86866
164,9.86865
165,9.86865
166,9.86864
167,9.86863
168,9.86863
169,9.86862
170,9.86862
171,9.86861
172,9.86861
173,9.8686
174,9.86859
175,9.86859
176,9.86858
177,9.86858
178,9.86857
179,9.86857
180,9.86856
181,9.86855
182,9.86855
183,9.86854
184,9.86854
185,9.86853
186,9.86852
187,9.86852
188,9.86851
189,9.86851
190,9.8685
191,9.8685
192,9.86849
193,9.86848
194,9.86848
195,9.86847
196,9.86847
197,9.86846
198,9.86845
199,9.86845
200,9.86844
201,9.86844
202,9.86843
203,9.86843
204,9.86842
205,9.86841
206,9.86841
207,9.8684
208,9.8684
209,9.86839
210,9.86839
211,9.86838
212,9.86837
213,9.86837
214,9.86836
215,9.86836
216,9.86835
217,9.86834
218,9.86834
219,9.86833
220,9.86833
221,9.86832
222,9.86832
223,9.86831
224,9.8683
225,9.8683
226,9.86829
227,9.86829
228,9.86828
229,9.86827
230,9.86827
231,9.86826
232,9.86826
233,9.86825
234,9.86825
235,9.86824
236,9.86823
237,9.86823
238,9.86822
239,9.86822
240,9.86821
241,9.86821
242,9.8682
243,9.86819
244,9.86819
245,9.86818
246,9.86818
247,9.86817
248,9.86816
249,9.86816
250,9.86815
251,9.86815
252,9.86814
253,9.86814
254,9.86813
255,9.86812
256,9.86812
257,9.86811
258,9.86811
259,9.8681
260,9.86809
261,9.86809
262,9.86808
263,9.86808
264,9.86807
265,9.86807
266,9.86806
267,9.86805
268,9.86805
269,9.86804
270,9.86804
271,9.86803
272,9.86803
273,9.86802
274,9.86801
275,9.86801
276,9.868
277,9.868
278,9.86799
279,9.86798
280,9.86798
281,9.86797
282,9.86797
283,9.86796
284,9.86796
285,9.86795
286,9.86794
287,9.86794
288,9.86793
289,9.86793
290,9.86792
291,9.86792
292,9.86791
293,9.8679
294,9.8679
295,9.86789
296,9.86789
297,9.86788
298,9.86787
299,9.86787
300,9.86786
301,9.86786
302,9.86785
303,9.86785
304,9.86784
305,9.86783
306,9.86783
307,9.86782
308,9.86782
309,9.86781
310,9.8678
311,9.8678
312,9.86779
313,9.86779
314,9.86778
315,9.86778
316,9.86777
317,9.86776
318,9.86776
319,9.86775
320,9.86775
321,9.86774
322,9.86774
323,9.86773
324,9.86772
325,9.86772
326,9.86771
327,9.86771
328,9.8677
329,9.86769
330,9.86769
331,9.86768
332,9.86768
333,9.86767
334,9.86767
335,9.86766
336,9.86765
337,9.86765
338,9.86764
339,9.86764
340,9.86763
341,9.86762
342,9.86762
343,9.86761
344,9.86761
345,9.8676
346,9.8676
347,9.86759
348,9.86758
349,9.86758
350,9.86757
351,9.86757
352,9.86756
353,9.86756
354,9.86755
355,9.86754
356,9.86754
357,9.86753
358,9.86753
359,9.86752
360,9.86751
361,9.86751
362,9.8675
363,9.8675
364,9.86749
365,9.86749
366,9.86748
367,9.86747
368,9.86747
369,9.86746
370,9.86746
371,9.86745
372,9.86744
373,9.86744
374,9.86743
375,9.86743
376,9.86742
377,9.86742
378,9.86741
379,9.8674
380,9.8674
381,9.86739
382,9.86739
383,9.86738
384,9.86738
385,9.86737
386,9.86736
387,9.86736
388,9.86735
389,9.86735
390,9.86734
391,9.86733
392,9.86733
393,9.86732
394,9.86732
395,9.86731
396,9.86731
397,9.8673
398,9.86729
399,9.86729
400,9.86728
401,9.86728
402,9.86727
403,9.86726
404,9.86726
405,9.86725
406,9.86725
407,9.86724
408,9.86724
409,9.86723
410,9.86722
411,9.86722
412,9.86721
413,9.86721
414,9.8672
415,9.8672
416,9.86719
417,9.86718
418,9.86718
419,9.86717
420,9.86717
421,9.86716
422,9.86715
423,9.86715
424,9.86714
425,9.86714
426,9.86713
427,9.86713
428,9.86712
429,9.86711
430,9.86711
431,9.8671
432,9.8671
433,9.86709
434,9.86708
435,9.86708
436,9.86707
437,9.86707
438,9.86706
439,9.86706
440,9.86705
441,9.86704
442,9.86704
443,9.86703
444,9.86703
445,9.86702
446,9.86702
447,9.86701
448,9.867
449,9.867
450,9.86699
451,9.86699
452,9.86698
453,9.86697
454,9.86697
455,9.86696
456,9.86696
457,9.86695
458,9.86695
459,9.86694
460,9.86693
461,9.86693
462,9.86692
463,9.86692
464,9.86691
465,9.8669
466,9.8669
467,9.86689
468,9.86689
469,9.86688
470,9.86688
471,9.86687
472,9.86686
473,9.86686
474,9.86685
475,9.86685
476,9.86684
477,9.86684
478,9.86683
479,9.86682
480,9.86682
481,9.86681
482,9.86681
483,9.8668
484,9.86679
485,9.86679
486,9.86678
487,9.86678
488,9.86677
489,9.86677
490,9.86676
491,9.86675
492,9.86675
493,9.86674
494,9.86674
495,9.86673
496,9.86673
497,9.86672
498,9.86671
499,9.86671
500,9.8667
501,9.8667
502,9.86669
503,9.86668
504,9.86668
505,9.86667
506,9.86667
507,9.86666
508,9.86666
509,9.86665
510,9.86664
511,9.86664
512,9.86663
513,9.86663
514,9.86662
515,9.86661
516,9.86661
517,9.8666
518,9.8666
519,9.86659
520,9.86659
521,9.86658
522,9.86657
523,9.86657
524,9.86656
525,9.86656
526,9.86655
527,9.86655
528,9.86654
529,9.86653
530,9.86653
531,9.86652
532,9.86652
533,9.86651
534,9.8665
535,9.8665
536,9.86649
537,9.86649
538,9.86648
539,9.86648
540,9.86647
541,9.86646
542,9.86646
543,9.86645
544,9.86645
545,9.86644
546,9.86643
547,9.86643
548,9.86642
549,9.86642
550,9.86641
551,9.86641
552,9.8664
553,9.86639
554,9.86639
555,9.86638
556,9.86638
557,9.86637
558,9.86637
559,9.86636
560,9.86635
561,9.86635
562,9.86634
563,9.86634
564,9.86633
565,9.86632
566,9.86632
567,9.86631
568,9.86631
569,9.8663
570,9.8663
571,9.86629
572,9.86628
573,9.86628
574,9.86627
575,9.86627
576,9.86626
577,9.86625
578,9.86625
579,9.86624
580,9.86624
581,9.86623
582,9.86623
583,9.86622
584,9.86621
585,9.86621
586,9.8662
587,9.8662
588,9.86619
589,9.86619
590,9.86618
591,9.86617
592,9.86617
593,9.86616
594,9.86616
595,9.86615
596,9.86614
597,9.86614
598,9.86613
599,9.86613
600,9.86612
601,9.86612
602,9.86611
603,9.8661
604,9.8661
605,9.86609
606,9.86609
607,9.86608
608,9.86607
609,9.86607
610,9.86606
611,9.86606
612,9.86605
613,9.86605
614,9.86604
615,9.86603
616,9.86603
617,9.86602
618,9.86602
619,9.86601
620,9.86601
621,9.866
622,9.86599
623,9.86599
624,9.86598
625,9.86598
626,9.86597
627,9.86596
628,9.86596
629,9.86595
630,9.86595
631,9.86594
632,9.86594
633,9.86593
634,9.86592
635,9.86592
636,9.86591
637,9.86591
638,9.8659
639,9.8659
640,9.86589
641,9.86588
642,9.86588
643,9.86587
644,9.86587
645,9.86586
646,9.86585
647,9.86585
648,9.86584
649,9.86584
650,9.86583
651,9.86583
652,9.86582
653,9.86581
654,9.86581
655,9.8658
656,9.8658
657,9.86579
658,9.86578
659,9.86578
660,9.86577
661,9.86577
662,9.86576
663,9.86576
664,9.86575
665,9.86574
666,9.86574
667,9.86573
668,9.86573
669,9.86572
670,9.86572
671,9.86571
672,9.8657
673,9.8657
674,9.86569
675,9.86569
676,9.86568
677,9.86567
678,9.86567
679,9.86566
680,9.86566
681,9.86565
682,9.86565
683,9.86564
684,9.86563
685,9.86563
686,9.86562
687,9.86562
688,9.86561
689,9.8656
690,9.8656
691,9.86559
692,9.86559
693,9.86558
694,9.86558
695,9.86557
696,9.86556
697,9.86556
698,9.86555
699,9.86555
700,9.86554
701,9.86554
702,9.86553
703,9.86552
704,9.86552
705,9.86551
706,9.86551
707,9.8655
708,9.86549
709,9.86549
710,9.86548
711,9.86548
712,9.86547
713,9.86547
714,9.86546
715,9.86545
716,9.86545
717,9.86544
718,9.86544
719,9.86543
720,9.86542
721,9.86542
722,9.86541
723,9.86541
724,9.8654
725,9.8654
726,9.86539
727,9.86538
728,9.86538
729,9.86537
730,9.86537
731,9.86536
732,9.86536
733,9.86535
734,9.86534
735,9.86534
736,9.86533
737,9.86533
738,9.86532
739,9.86531
740,9.86531
741,9.8653
742,9.8653
743,9.86529
744,9.86529
745,9.86528
746,9.86527
747,9.86527
748,9.86526
749,9.86526
750,9.86525
751,9.86525
752,9.86524
753,9.86523
754,9.86523
755,9.86522
756,9.86522
757,9.86521
758,9.8652
759,9.8652
760,9.86519
761,9.86519
762,9.86518
763,9.86518
764,9.86517
765,9.86516
766,9.86516
767,9.86515
768,9.86515
769,9.86514
770,9.86513
771,9.86513
772,9.86512
773,9.86512
774,9.86511
775,9.86511
776,9.8651
777,9.86509
778,9.86509
779,9.86508
780,9.86508
781,9.86507
782,9.86507
783,9.86506
784,9.86505
785,9.86505
786,9.86504
787,9.86504
788,9.86503
789,9.86502
790,9.86502
791,9.86501
792,9.86501
793,9.865
794,9.865
795,9.86499
796,9.86498
797,9.86498
798,9.86497
799,9.86497
800,9.86496
801,9.86495
802,9.86495
803,9.86494
804,9.86494
805,9.86493
806,9.86493
807,9.86492
808,9.86491
809,9.86491
810,9.8649
811,9.8649
812,9.86489
813,9.86489
814,9.86488
815,9.86487
816,9.86487
817,9.86486
818,9.86486
819,9.86485
820,9.86484
821,9.86484
822,9.86483
823,9.86483
